Código;Cliente;Data Pedido;Data Entrega;Valor Pedido;Situação
11850;Samaira Campos Pohlmann;2015-07-04;2015-07-14;2183.72;A;

11851;Aleide Souto Rahmeier;2015-09-11;2015-09-21;1331.58;I;

11852;Leonidio Yoshio Teixeira;2009-01-13;2009-01-23;7173.61;C;

11853;Najla Lisiane Scherner;2013-08-30;2013-09-10;3226.29;Q;

11854;Alcemiro Hedio Magalhaes;2010-08-06;2010-08-16;1725.63;Q;

11855;Glaudio Ione Laux;2011-08-12;2011-08-22;502.45;I;

11856;Jacenilde Athanasio Borracha;2009-01-12;2009-01-22;5428.61;A;

11857;Alvaro Oldani Valenca;2011-03-02;2011-03-12;8946.77;A;

11858;Djaci Rosivaldo Ibias;2014-03-13;2014-03-23;3842.1;C;

11859;Efrain Eraci Damasio;2011-01-06;2011-01-16;4942.6;A;

11860;Edilvo Rafaela Cemin;2014-03-26;2014-04-06;2719.34;Q;

11861;Caibi Calheiro Jaroschewski;2013-07-28;2013-08-06;3704.29;C;

16276;Lucinete Rohrig Cezimbra;2013-07-05;2013-07-15;1756.2;Q;

16277;Ronivon Eloe Gengnagel;2013-11-22;2013-12-04;454.28;C;

16278;Claudesio M Kerchhof;2016-03-29;2016-04-09;4316.94;Q;

16279;Zilda Lorete Halim;2013-07-24;2013-08-02;8365.52;A;

16280;Maurone Brizola Lisboa;2010-10-08;2010-10-18;157.37;I;

16281;Uiliane Toquetto Alcantra;2009-07-08;2009-07-18;4721.85;A;

16282;Zeneida Leite Velez;2009-08-27;2009-09-07;1005.41;I;

16283;Leoci Magda Halmenschlager;2016-02-04;2016-02-14;701.89;A;

16284;Clarisse Lila R.Tadday;2014-01-11;2014-01-21;315.9;Q;

16285;Santa Griebeler Ditter;2009-01-26;2009-02-06;6122.49;Q;

16286;Edelzuita Elisangela Belmiro;2012-02-06;2012-02-16;3557.37;A;

16287;Jureci Arceli Balba;2011-07-13;2011-07-23;197.78;Q;

16288;Nedilma Zardinello Baruffi;2015-04-23;2015-05-02;9221.2;I;

16289;Inacio Genoir Brusch;2015-07-17;2015-07-27;2465.97;Q;

16290;Silvar Patrick Guimaraes;2009-01-04;2009-01-14;4099.61;A;

16291;Janailde Arthur Ermel;2010-04-10;2010-04-20;7840.22;C;

16292;Marivani Kelmann Tavares;2014-05-01;2014-05-11;5554.91;C;

16293;Sair Amiel Henemann;2010-08-18;2010-08-28;5982.0;A;

16294;Anivia Brites Policeno;2011-09-05;2011-09-15;5357.18;I;

16295;Uilson S.R.Do Freitas;2015-04-06;2015-04-16;6738.68;Q;

16296;Erica Airton J¿nior;2011-01-19;2011-01-30;6083.48;Q;

16297;Juvenita Julita Henker;2012-12-22;2012-12-30;9225.71;I;

16298;Jucinara Aloir Hoff;2009-08-04;2009-08-14;4970.02;Q;

16299;Carlezangela Estelamar Naue;2013-02-15;2013-02-25;9008.11;Q;

16300;Gesiane Stromm Pedreira;2010-05-19;2010-05-29;4623.82;C;

16301;Aida Brum Tambury;2014-10-09;2014-10-19;4877.22;C;

16302;Olivo Aldinei Barauna;2015-05-13;2015-05-23;8686.49;I;

16303;Ilzabete Marizete Amora;2010-11-27;2010-12-10;7018.32;C;

16304;Valdair Ingrid Zucatti;2010-11-26;2010-12-09;4065.52;A;

16305;Josenaldo Irene Allix;2011-11-22;2011-12-05;7476.23;I;

16306;Jocenei Giraldi Vaes;2012-11-16;2012-11-26;5247.1;Q;

16307;Jair Spindler Maieron;2015-02-26;2015-03-07;9274.18;C;

16308;Selmira Nair Hinschink;2016-01-24;2016-02-04;8877.5;I;

16309;Marileuza Seibel Zanuz;2014-04-22;2014-05-01;9433.79;C;

16310;Ebe Guerra Voigt;2013-03-08;2013-03-18;7928.72;A;

16311;Silvina Deivid Rohers;2010-05-19;2010-05-29;9237.07;I;

16312;Valker Cancino Wansinck;2009-09-19;2009-09-29;1241.71;A;

16313;Gilmarcia Anilson Watte;2012-06-01;2012-06-11;1648.83;A;

16314;Catiani Pail Ferraes;2016-05-17;2016-05-27;2513.95;I;

16315;Otaniel Marlene Brixner;2008-09-04;2008-09-14;6356.01;C;

16316;Leadir Izete Henz;2014-09-24;2014-10-03;73.2;Q;

16317;Elisvone Bonapaz Serpa;2012-03-04;2012-03-14;7679.7;A;

16318;Tarles Diolmiro Cavalcante;2012-07-13;2012-07-23;2920.83;Q;

16319;Merencia Susimeire Nazareth;2010-09-05;2010-09-15;9195.05;A;

16320;Tome Tarcisio Vargas;2015-07-03;2015-07-13;8015.37;A;

16321;Garibaldi Mares Callage;2010-08-09;2010-08-19;7314.4;C;

16322;Dalvina Sa Wilhelms;2010-11-16;2010-11-26;5308.0;Q;

16323;Oneide Laurindo Cassemiro;2016-03-22;2016-04-02;1217.37;A;

16324;Suzilene Azevedo Ataido;2013-01-02;2013-01-12;4562.03;A;

16325;Lucas Gaspar Rosback;2008-08-13;2008-08-23;3493.56;A;

16326;Sheyla Oreques Forneck;2010-04-22;2010-05-01;7306.02;A;

16327;Cilcio Leini Werb;2008-08-18;2008-08-28;6594.4;C;

16328;Alcelio Aloysio Silverio;2016-03-20;2016-03-31;6888.35;Q;

16329;Erenaldo Vanusa Satori;2009-03-22;2009-04-02;3283.01;A;

16330;Jossean Valeria Nagildo;2015-03-27;2015-04-07;2483.61;I;

16331;Doriete Tissot Wommer;2013-06-21;2013-07-02;6370.02;C;

16332;Iraneide Anderlei Dessbesell;2012-06-28;2012-07-09;5321.49;C;

16333;Genira Giordana Rosenthal;2012-02-02;2012-02-12;3004.44;Q;

16334;Georlana Neis Sutil;2011-01-20;2011-01-31;5384.84;I;

16335;Kadige Kavietz Gobbi;2015-11-15;2015-11-25;4212.88;I;

16336;Naldo Filadelfo Ew;2014-07-25;2014-08-03;2199.08;C;

16337;Josimaria Centenario Vara;2012-01-08;2012-01-18;6242.51;A;

16338;Ailto Ogliari Valentim;2009-09-30;2009-10-09;9966.07;I;

16339;Jilvane Bruno Bottega;2014-07-10;2014-07-20;9183.4;Q;

16340;Erno Neivete Jacobovski;2013-10-19;2013-10-29;5557.28;Q;

16341;Iete Pippi Giordano;2015-02-12;2015-02-22;1487.09;I;

16342;Zanete Klering Serqueira;2011-05-16;2011-05-26;9424.86;Q;

16343;Claudson Gama Cecchin;2016-03-20;2016-03-31;463.92;Q;

16344;Edmar Muhl Belarmino;2014-05-29;2014-06-08;4104.8;I;

16345;Almir Despessel Hauschild;2010-09-05;2010-09-15;6603.55;A;

16346;Joir Mariazinha Brusckchen;2013-08-26;2013-09-06;4197.23;A;

16347;Leda Altairas Fail;2011-01-27;2011-02-07;5618.1;C;

16348;Jussileide Steindorff Fritzen;2015-11-02;2015-11-12;3662.7;C;

16349;Lissandra Marinalda Albeche;2014-02-13;2014-02-23;8268.01;I;

16350;Alessandra Dick Kern;2008-07-10;2008-07-20;5934.73;Q;

16351;F¿tima Zimilda Strider;2009-11-29;2009-12-11;4099.85;I;

16352;Mauricio Robson Graeff;2014-02-09;2014-02-19;6541.11;I;

16353;Ivonei Ramalho Schneider;2013-01-22;2013-02-02;279.03;C;

16354;Clerila Jucilene Gallas;2010-05-13;2010-05-23;226.49;A;

14851;Argemir Gouveia Ferreiira;2013-04-01;2013-04-11;9175.85;A;

14852;Zoraide Bertoloti Rosa;2012-09-01;2012-09-11;8360.78;A;

14853;Valson Elenice Schmatz;2013-03-10;2013-03-20;5993.51;I;

14854;Alice Regivaldo Ignacio;2011-10-26;2011-11-05;3613.72;A;

14855;Delia Volnei Althaus;2011-10-15;2011-10-25;954.87;A;

14856;Adenildo Ce Reis;2014-10-06;2014-10-16;760.24;Q;

14857;Ebenesio Odilon Utz;2014-06-22;2014-07-03;7720.71;C;

14858;Uedesson Alvarino Spader;2010-11-05;2010-11-15;5645.2;C;

14859;Armandio Zimmer Bonifacio;2014-02-03;2014-02-13;4199.99;Q;

14860;Francino G.A.C.Branco Molgao;2015-10-06;2015-10-16;2439.23;I;

14861;Crelson Gildamar Formehl;2013-03-03;2013-03-13;3314.56;I;

14862;Adneilson Serley Assuncao;2009-03-23;2009-04-03;3450.96;C;

14863;Maiquel Sampaio Brizola;2009-08-28;2009-09-08;3430.79;C;

14864;Altran Adorildo Paulus;2010-09-19;2010-09-29;7881.34;A;

14865;Uedesson Alvarino Spader;2011-02-26;2011-03-07;2481.02;Q;

14866;Sheyla Oreques Forneck;2012-12-20;2012-12-29;5540.4;C;

14867;Jerfferson F.dos Galdino;2011-04-04;2011-04-14;5620.48;Q;

14868;Wanderlan Toebe Anunciacao;2015-11-09;2015-11-19;9156.79;I;

14869;Risael Mulinari Romeu;2015-08-15;2015-08-25;2346.69;Q;

14870;Serafim Bagio Altieri;2015-07-16;2015-07-26;9648.97;Q;

14871;Terony Patricia Britto;2012-09-28;2012-10-07;2121.17;A;

14872;Lindijane Bonadiman Marqueviski;2013-10-23;2013-11-02;3918.96;I;

14873;Piratininga Claudio Molter;2015-05-18;2015-05-28;9495.23;I;

14874;Joseval Prades Scotta;2015-04-22;2015-05-01;6825.48;A;

14875;Thiago Reichert Canova;2015-05-19;2015-05-29;8214.73;C;

14876;Divone Elbson Henkes;2011-04-01;2011-04-11;1762.58;A;

14877;Adneilson Dedierre Ignacio;2010-09-16;2010-09-26;3241.75;Q;

14878;Joclecia Fleck Enderle;2014-04-26;2014-05-05;695.25;A;

14879;Marinilza Sell Amorin;2014-05-07;2014-05-17;3430.46;Q;

14880;Alcenio Knecht Gebelucha;2010-04-11;2010-04-21;3552.03;Q;

14881;Jovilene Kaller Cantuaria;2014-01-30;2014-02-09;2700.1;I;

14882;Aleferson Iarai Kappel;2008-08-11;2008-08-21;5546.87;Q;

14883;Dair Henz Eckhard;2010-02-16;2010-02-26;3683.27;A;

14884;Frank Concecao Matias;2011-01-17;2011-01-27;8987.95;I;

14885;Lucimark Cerveira Meireles;2014-10-09;2014-10-19;8988.56;A;

14886;Joselandio Meirelles Heinz;2016-04-29;2016-05-08;5157.75;Q;

14887;Janine Candia Nery;2015-10-20;2015-10-30;2949.32;Q;

14888;Sinedia Aleildo Selistre;2009-05-20;2009-05-30;3964.23;I;

14889;Joadson Fleck Fiorin;2014-04-08;2014-04-18;5612.27;C;

14890;Idelseo Selmira Schonardie;2015-04-04;2015-04-14;3384.39;C;

14891;Andercleisson Carlize Isotton;2008-06-28;2008-07-09;7986.51;I;

14892;Tarles Viana Paifer;2011-05-16;2011-05-26;4791.65;C;

14893;Rosimery Vidal Santos.;2011-03-25;2011-04-05;2876.82;Q;

14894;Genice Tomczak Ramao;2009-05-03;2009-05-13;3884.71;Q;

14895;Jilmar Jones Matielo;2012-06-26;2012-07-07;1987.14;I;

14896;Vanelma Jaero Sa;2010-03-23;2010-04-03;9074.57;I;

14897;Poliane Emanuelli Dukermann;2014-02-12;2014-02-22;9727.63;C;

14898;Otelino Caetano Emig;2013-10-22;2013-11-01;1239.58;C;

14899;Jecilda Gracioli Vergulho;2010-04-30;2010-05-09;2820.49;A;

14900;Nairo Dejair Saratt;2008-11-06;2008-11-16;615.7;I;

14901;Elexandra de Petrecoski;2015-11-23;2015-12-06;5584.7;I;

14902;Alheson Roselene Aguida;2009-06-01;2009-06-11;6211.02;C;

14903;Elizenor Stromm Maldaner;2011-09-27;2011-10-06;461.07;I;

14904;Juscimara Maurilio Pahim;2014-02-22;2014-03-03;9764.26;I;

14905;Revelino R.de Heldt;2010-03-01;2010-03-11;7041.96;I;

14906;Emanueli Estelamaris Pins;2012-01-03;2012-01-13;7391.58;C;

14907;Kerli Edmar Feliciano;2013-12-08;2013-12-18;124.36;C;

14908;Olivar M.Rezende Steffen;2013-12-16;2013-12-26;9225.26;I;

14909;Rodilon Nubia Helden;2012-04-15;2012-04-25;4298.97;A;

14910;Celiane Miguel Benkenstein;2009-02-07;2009-02-17;4375.33;I;

14911;Celita L.Oliveira Schenermann;2008-12-08;2008-12-18;4302.27;C;

14912;Auri Josue Lessa;2015-08-16;2015-08-26;421.81;A;

14913;Sirlange Teotonio Cessario;2015-07-24;2015-08-02;1193.07;I;

14914;Naria Limberger Calad;2012-06-05;2012-06-15;7873.26;Q;

14915;Edineia S.Lara Streit;2014-10-20;2014-10-30;1428.18;I;

14916;Gefson Roselaine Fauth;2010-09-01;2010-09-11;2304.12;Q;

14917;Edirlei Cassiano Ely;2016-01-03;2016-01-13;8598.71;A;

14918;Leonidio Jairo Bassani;2013-12-22;2013-12-29;6370.11;I;

14919;Zila Muller Damasceno;2011-06-01;2011-06-11;1846.57;I;

14920;Aurisene Allebrandt Nievinski;2012-08-15;2012-08-25;8083.29;I;

14921;Jany Cleoceri Krummenauer;2011-12-19;2011-12-29;8914.79;Q;

14922;Taigor Jocemir Hermes;2013-10-18;2013-10-28;3607.99;Q;

14923;Christina Aldino Taborda;2010-01-15;2010-01-25;3949.44;C;

14924;Galvao Jucara Sertao;2010-03-05;2010-03-15;5213.5;C;

14925;Blasio Saticq Virgens;2011-08-01;2011-08-11;3534.68;C;

14926;Cosmira Nildo Morais;2011-09-01;2011-09-11;4098.31;I;

14927;Masseu Hahn Bolico;2013-05-26;2013-06-05;2994.53;Q;

14928;Celeny Trierveiler Ludwig;2012-05-15;2012-05-25;9223.86;A;

14929;Alcelio Aloysio Silverio;2009-11-23;2009-12-05;8055.06;A;

14930;Janaina Elni Seibel;2014-07-19;2014-07-29;1036.21;I;

14931;Marclei Mari Lucas;2012-10-30;2012-11-09;2368.28;A;

14932;Evandra Rogeli Gutierrez;2014-08-29;2014-09-09;8816.46;A;

14933;Leilton Leoni Sturzbecher;2009-04-28;2009-05-07;6896.28;C;

14934;Adelmar Fructos Piloto;2014-06-11;2014-06-21;3881.53;A;

14935;Daniella Balbino Jaeger;2013-04-26;2013-05-05;3317.29;A;

14936;Tharles Blauth Winck;2015-03-11;2015-03-21;9732.06;I;

14937;Ilson Edair Binelo;2008-11-16;2008-11-26;2939.45;Q;

14938;Denisete Netz Kruel;2011-10-31;2011-11-10;3797.63;Q;

14939;Rober Fulber Arnold;2016-05-28;2016-06-07;8214.21;I;

14940;Ivane Santa Montemezzo;2009-03-18;2009-03-28;3288.53;Q;

14941;Vanailde Morello Moz;2014-08-03;2014-08-13;9523.08;Q;

14942;Joesley Vasconcelos Botene;2010-01-12;2010-01-22;7241.59;A;

16465;Neidi Eich Corcino;2008-10-01;2008-10-11;4376.04;I;

16466;Cleber Douglas Berta;2015-01-20;2015-01-31;6795.35;A;

16467;Helivandro Aleksander Herrmann;2014-06-25;2014-07-06;1258.65;I;

16468;Welmuth Neves Ramgrab;2008-08-07;2008-08-17;9404.69;C;

16469;Necivaldo Favero Moura;2010-02-22;2010-03-03;7085.77;C;

16470;Geovaldo Netz Selau;2014-03-22;2014-04-02;1476.53;C;

16471;Neisi Ivonete Cangussu;2011-02-19;2011-02-28;255.81;Q;

16472;Elineide Voni Huff;2016-01-20;2016-01-31;3823.71;A;

16473;Gilnete Bernardete Brombilla;2009-05-31;2009-06-10;7158.86;I;

16474;Maycon Ramires Eltz;2013-12-14;2013-12-24;8643.42;C;

16475;Gessylene Vera Profirio;2012-05-14;2012-05-24;4837.57;C;

16476;Tatiana Dailor Somavila;2009-03-29;2009-04-09;6759.93;A;

16477;Mariselia Blasio Priano;2016-01-26;2016-02-06;5819.21;C;

16478;Averaldo Morel Feistler;2011-08-09;2011-08-19;9109.38;Q;

16479;Hildiran Delurde Ruwer;2012-05-01;2012-05-11;310.33;C;

16480;Genovefa F. Oliveira Roma;2008-11-12;2008-11-22;3445.6;A;

16481;Josiara Dirceu Benites;2015-09-20;2015-09-30;8989.12;Q;

16482;Cintya Reimar Vicente;2011-09-19;2011-09-29;5098.02;Q;

16483;Joseti T. Hermes Priebe;2010-07-31;2010-08-09;8417.79;C;

16484;Rainilda Ivonete Osterkamp;2011-07-28;2011-08-06;2482.63;A;

16485;Nerea Stivanin Cavlcante;2008-08-03;2008-08-13;8042.72;C;

16486;Maxsalem Francieli Bieseki;2013-03-06;2013-03-16;1196.25;C;

16487;Alexander Venancio Nonnemacher;2011-01-19;2011-01-30;8246.86;Q;

16488;Elisson Helio Prudente;2008-12-16;2008-12-26;7609.56;C;

19384;Uelton Schmatz Demarchi;2009-04-01;2009-04-11;6499.8;C;

19385;Clerisvaldo Ortis Buigo;2015-01-16;2015-01-26;9956.09;A;

19386;Anselma Quaresma Konflanz;2010-01-09;2010-01-19;1534.5;I;

19387;Aracelle Ilto Lazzaretti;2013-06-09;2013-06-19;5515.51;C;

19388;Jarbson Chiraski Benetti;2015-09-02;2015-09-12;3962.98;I;

19389;Valdoberto Josuane Muller;2016-05-26;2016-06-05;8515.16;A;

19390;Araci Perez Berwian;2012-10-17;2012-10-27;273.96;Q;

19391;Samia C. dos Inacio;2011-04-21;2011-04-30;9646.79;A;

19392;Sabrina Goreti Reimann;2010-10-06;2010-10-16;1442.28;I;

19393;Oliver Irala Michel;2010-03-12;2010-03-22;8217.77;C;

19394;Ereni Eleor Birk;2011-12-06;2011-12-16;6599.93;Q;

19395;Rosemi D.Do Vilarinho;2013-02-06;2013-02-16;4891.54;C;

19396;Edicarla Meira Gottardi;2012-04-18;2012-04-28;8811.54;A;

19397;Toninho M.Dos Musynski;2008-12-09;2008-12-19;3593.45;Q;

19398;Thais Palmito Calixto;2009-10-07;2009-10-17;8861.65;Q;

19399;Blasio Dandolini Copceski;2015-11-13;2015-11-23;4713.27;A;

19400;Jossean Antich Pester;2008-10-30;2008-11-09;9560.08;Q;

19401;Lazara Davis Frezarin;2011-08-27;2011-09-07;3098.15;I;

19402;Adelar Flory Rozo;2009-10-19;2009-10-29;9433.29;A;

19403;Gilcileia Eustaquio Naloski;2016-04-10;2016-04-20;9644.89;C;

19404;Dinalva Helder Stocker;2011-10-17;2011-10-27;8867.78;A;

19405;Lisiani Anderson Possel;2015-10-24;2015-11-03;9038.08;I;

19406;Jhon Colvero Seidler;2008-12-05;2008-12-15;91.78;C;

19407;Josue Iracema Germann;2009-10-13;2009-10-23;6416.83;Q;

19408;Vanice Constantino Mares;2014-11-10;2014-11-20;6515.58;I;

19409;Sinara Wilson Carrard;2014-04-16;2014-04-26;2004.04;C;

19410;Coreti Henckel Rohers;2015-11-08;2015-11-18;2440.06;A;

17907;Juciano Carvalho Koeche;2013-03-01;2013-03-11;4110.48;I;

17908;Genifer Onelio Cursino;2009-05-02;2009-05-12;9487.39;A;

17909;Eloi Taborba Possenatto;2008-12-14;2008-12-24;4544.18;C;

17910;Clessio Felippe Mata;2009-03-08;2009-03-18;7662.24;Q;

17911;Elenira R.Vareira Bondan;2015-12-29;2016-01-07;6584.18;Q;

17912;Noemia Flademir Klering;2008-09-29;2008-10-09;5259.16;Q;

17913;Francinete Eltz Piske;2011-04-24;2011-05-03;5645.76;I;

17914;Algemiro Timm Sebastiany;2008-11-10;2008-11-20;18.62;A;

17915;Roselene Cristina Fank;2014-10-05;2014-10-15;1705.46;Q;

17916;Whask Jandiroba Prates;2008-09-16;2008-09-26;1101.77;C;

17917;Janaine Berenice Groos;2013-12-18;2013-12-28;1000.53;I;

17918;Hueslen Cseke Schein;2014-07-24;2014-08-02;2499.4;C;

17919;Taline Lestes Martira;2016-02-28;2016-03-08;9072.82;C;

17920;Widmas Susimeire Antunes;2014-08-15;2014-08-25;5054.63;C;

17921;Oraci Lelis Diefenthaler;2009-11-28;2009-12-10;3943.14;C;

17922;Ademilson Rafaela Kalinoski;2014-08-07;2014-08-17;4023.15;A;

17923;Ivailde Traudi Fett;2010-10-19;2010-10-29;7722.88;A;

17924;Anelise F.Pinto Jomertz;2015-11-06;2015-11-16;380.15;A;

17925;Glecio Itor Hammes;2014-03-29;2014-04-09;4550.46;I;

17926;Priscila Liliam Toe;2012-07-18;2012-07-28;9253.82;I;

17927;Mayana Barrozo Kich;2014-02-13;2014-02-23;8897.22;A;

17928;Josicleia Sacramento Kleinkauff;2011-08-18;2011-08-28;1889.89;A;

17929;Norlei Bonavides Bezerra;2010-05-14;2010-05-24;3845.02;A;

17930;Elaides Sena Paifer;2011-02-04;2011-02-14;4464.2;A;

17931;Erna Armindo Nagildo;2014-01-25;2014-02-05;6289.89;C;

17932;Edlene Juliano Kochhan;2011-10-27;2011-11-06;4048.62;C;

17933;Jeanete Medeiros Lago;2010-08-30;2010-09-10;4581.39;I;

17934;Ivonei Romaldo Bosin;2013-08-17;2013-08-27;940.65;C;

17935;Vital Gomes Schapuis;2009-01-07;2009-01-17;3016.38;I;

17936;Cleberson Benigno Engers;2012-08-13;2012-08-23;1961.13;C;

17937;Mercione Lissandra Visineski;2014-05-17;2014-05-27;3964.55;I;

17938;Derlei Marciele Baps;2015-04-19;2015-04-29;9616.0;I;

17939;Flordenice Pleil Paulista;2010-10-21;2010-10-31;3451.38;I;

17940;Marilandia Cerveira Louis;2011-07-31;2011-08-10;3060.34;A;

17941;Girnei Tomazelli Barros;2012-10-12;2012-10-22;7926.2;A;

17942;Clevio Fabiana Sancho;2011-01-14;2011-01-24;6231.97;C;

17943;Aldinete Muriel Encine;2015-11-14;2015-11-24;6691.43;I;

17944;Justine L.Luz Battker;2013-01-15;2013-01-25;3864.53;A;

17945;Carin Senger Meurer;2011-02-27;2011-03-08;6608.56;A;

17946;Rejiliane Arthur Schutze;2013-08-28;2013-09-08;6587.0;A;

17947;Gildario Giraldi Novak;2010-06-04;2010-06-14;9903.32;A;

17948;Enio Elenilda Michelsen;2012-07-18;2012-07-28;4583.98;A;

17949;Eiras Claudemiro Lins;2013-04-13;2013-04-23;1362.05;A;

17950;Rute Paulinho da Silva;2012-06-14;2012-06-24;3787.09;A;

17951;Raine Adevilson Paim;2010-05-17;2010-05-27;4615.71;A;

17952;Jerluzia Veranice Biasus;2009-03-09;2009-03-19;7031.29;A;

17953;Mariloiva Orandil Louis;2015-10-08;2015-10-18;3457.44;I;

17954;Regine Daniela Serqueira;2013-11-05;2013-11-15;7368.77;Q;

17955;Traudi Vancleide Apolo;2016-03-22;2016-04-02;9237.93;I;

17956;Alan Severino Gayger;2009-07-21;2009-07-31;3589.55;I;

17957;Elasio D. da Soine;2016-04-29;2016-05-08;9335.6;Q;

17958;Dorvalino Ory Machi;2015-03-05;2015-03-15;5315.05;Q;

17959;Renato Joelma Perera;2014-01-16;2014-01-26;8395.47;C;

17960;Lucrecia Danete Fleck;2016-01-01;2016-01-11;5839.07;C;

17961;Marcionilia Branquier Model;2009-02-09;2009-02-19;6894.25;Q;

17962;Etwino Leonel Boone;2008-09-20;2008-09-29;401.37;Q;

17963;Guillermina Eluciene Domiciano;2011-03-12;2011-03-22;3537.02;Q;

17964;Evandro Claudino Moz;2010-08-26;2010-09-06;9115.57;A;

17965;Ledson Anita Nicacio;2014-07-05;2014-07-15;8592.9;Q;

17966;Jailson Frederico Sisnande;2012-11-17;2012-11-27;9590.55;I;

17967;Venito Cseke Jacinto;2009-02-17;2009-02-27;7210.29;A;

17968;Hilga Scheffel Artelosa;2009-10-13;2009-10-23;9600.31;C;

17969;Eneas Adelir Guerras;2011-02-09;2011-02-19;9624.62;I;

17970;Glaydison Carinhanha Mozel;2012-08-29;2012-09-09;5146.84;I;

17971;Valdetar Delayde Baggattini;2008-08-06;2008-08-16;4152.12;Q;

17972;Valdir Deoclecir Banuhart;2009-10-16;2009-10-26;8916.74;Q;

17973;Eronides Gervasio Frozza;2016-01-10;2016-01-20;8721.37;A;

17974;Juscenio Inelio Botini;2009-11-29;2009-12-11;5765.25;I;

17975;Jaconias Dorivaldo Stangherlin;2009-05-21;2009-05-31;8909.15;C;

17976;Cione Denti Maiato;2009-04-30;2009-05-10;552.69;A;

17977;Urlania Valdovino Castillo;2010-04-07;2010-04-17;611.15;C;

17978;Iracilda Freese Paulo;2015-09-12;2015-09-22;7627.2;C;

17979;Eldito Rudinei Raminelli;2014-02-02;2014-02-12;4954.13;Q;

17980;Rosinalva Sidmar Fank;2009-07-24;2009-08-02;5902.51;A;

17981;Coreti Atila Joaquim;2010-10-25;2010-11-04;3041.91;A;

17982;Eligia Gerhardt Bertissolo;2012-10-19;2012-10-29;3513.93;C;

17983;Nathalia Elenira Seidl;2011-06-09;2011-06-19;8911.18;A;

17984;Zizelia Amilcar Bertoldi;2013-06-21;2013-07-02;7292.47;Q;

17985;Aliomaria Erzinger Ignacio;2014-05-17;2014-05-27;1833.97;A;

17986;Norelia Erlo Pozzer;2008-09-05;2008-09-15;5528.82;Q;

17987;Amberson Istelamar Enderle;2012-10-10;2012-10-20;7628.17;C;

17988;Luvanor Nova Schultz;2008-12-24;2009-01-01;3917.99;I;

17034;Ilenir Tomazio Bosa;2015-03-10;2015-03-20;6245.71;Q;

17035;Marnei Amorim Debastiani;2011-09-21;2011-09-30;1412.85;A;

17036;Herbert Elbson Alves;2015-11-04;2015-11-14;7790.2;A;

19517;Roselane Favretto Lamb;2013-10-16;2013-10-26;859.81;I;

19518;Euzebio Lucivania Bom;2013-02-11;2013-02-21;18.37;Q;

19519;Iane Vilas Filgueiras;2013-04-21;2013-04-30;6978.39;A;

19520;Gleide Ardengui Werkhausen;2014-06-20;2014-06-30;2176.92;I;

19521;Sullivan Karpinski Bertuol;2015-09-23;2015-10-02;6520.1;Q;

19522;Alaniel C.Fagundes Strey;2011-01-22;2011-02-02;5823.52;Q;

19523;Geiana Valdovino Rozalem;2013-08-29;2013-09-09;3902.72;Q;

19524;Margareti Catia Schussler;2011-07-17;2011-07-27;3465.84;C;

19525;Natalicio Isolan Perini;2014-03-18;2014-03-28;6234.18;C;

19526;Laecio Magni Prudente;2008-09-28;2008-10-07;1734.84;A;

19527;Alaecio Jacob Linden;2010-03-25;2010-04-05;4056.43;C;

19528;Aldeir Schuch Ev;2011-06-11;2011-06-21;3501.72;I;

19529;Clevenilda Amauri Medeiro;2013-08-29;2013-09-09;84.41;A;

19530;Jaco Apolo Veiga;2014-11-19;2014-12-02;9542.34;I;

19531;Ransnei Souza Krause;2009-09-17;2009-09-27;3525.86;A;

19532;Jandir Zaira Niendicker;2015-06-14;2015-06-24;7573.98;I;

19533;Jerci Aremoada Dapper;2008-07-03;2008-07-13;4058.6;I;

19534;Andreca Francelia Perera;2008-08-27;2008-09-07;4996.97;C;

19535;Jocirlene Zonta S.Peixoto;2010-09-17;2010-09-27;4193.06;I;

19536;Elierte Diego Salgado;2008-06-28;2008-07-09;9482.05;C;

19537;Elmar Dijenaldo Petrecoski;2013-03-15;2013-03-25;2378.51;C;

19538;Francisley Olides Prusch;2014-08-07;2014-08-17;8818.98;A;

19539;Elisclaudia Zacarias Lanfredi;2015-07-16;2015-07-26;7307.65;I;

19540;Derlei Caceles Boesing;2011-03-22;2011-04-02;3132.53;A;

19541;Jeyzon Falleiro Stoffel;2010-09-19;2010-09-29;8718.22;C;

19542;Sandoval S.Peixoto Souza;2014-10-10;2014-10-20;5920.2;Q;

19543;Kae Claudeomir Secretti;2011-01-31;2011-02-10;1166.18;A;

19544;Alvarim Borre Paim;2015-09-22;2015-10-01;3034.57;A;

19545;Darlene Ernani Medrado;2010-10-15;2010-10-25;4839.61;C;

19546;Madalena Schuler Turatti;2009-04-29;2009-05-08;1004.4;C;

